datetime,open,high,low,close,tick_volume,spread,TARGET,fractals_high,fractals_low,RSI_14,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,MOM_14,CCI_14_0.015,EMA_4_ema4o,EMA_5_ema5c,TARGET_BUY,TARGET_SELL
2021-11-12 19:00:00,1863.56,1865.83,1861.58,1864.7,3256,140,0.0,False,False,62.71628765258532,99.99999999999982,95.36470288431958,9.600000000000136,138.50648451006637,1859.7991755577737,1860.8691444585463,0.0,0.0
2021-08-18 10:00:00,1791.73,1793.74,1790.0,1790.18,3313,140,-1.0,True,False,56.9419527827995,85.5390561284969,84.63142321975918,7.779999999999973,95.2162079682137,1790.6230418022571,1790.2772530363436,0.0,-1.0
2021-05-21 08:00:00,1876.05,1877.03,1874.71,1875.81,3811,140,-1.0,True,False,52.555948765738826,37.79299936598365,26.32688788240233,-2.070000000000164,-6.77818920602844,1874.5990308039843,1874.9681725093265,0.0,-1.0
2021-05-03 06:00:00,1771.75,1775.63,1771.71,1774.78,2794,140,-1.0,True,False,60.61725604537443,100.00000000000018,98.56311843359714,5.490000000000009,220.33314187249235,1770.8816018174894,1772.0168271788116,0.0,-1.0
2021-08-19 21:00:00,1780.8,1780.9,1777.73,1780.08,3458,140,0.0,False,False,42.56521276864389,37.56753616654522,44.13846266799114,2.699999999999818,-84.10264999255774,1782.263697787858,1781.7511262986784,0.0,0.0
2021-06-25 05:00:00,1777.627,1779.61,1777.03,1777.44,3889,140,-1.0,True,False,48.78419783794687,32.88898671811943,21.179117660172366,-10.129999999999882,8.36379199773513,1776.037016101565,1776.436670876156,0.0,-1.0
2021-12-21 02:00:00,1791.55,1792.3,1790.14,1790.31,2437,140,-1.0,True,False,38.951795936237794,45.07356707249932,28.522468812916586,-9.320000000000164,-82.59587020648863,1790.9862720611377,1791.022233376437,0.0,-1.0
2021-09-16 13:00:00,1777.84,1780.34,1775.42,1779.48,4363,140,0.0,False,False,23.567965555243298,6.503257154515713,2.6872349604723884,-14.680000000000064,-150.78057221859513,1782.9167314352628,1782.399225379775,0.0,0.0
2021-02-24 07:00:00,1809.11,1810.01,1807.4,1809.39,4592,140,0.0,False,False,55.5148451579181,62.16797483457753,69.89368769437296,7.900000000000091,62.11107177385772,1809.001342135788,1809.0259915169297,0.0,0.0
2021-12-02 16:00:00,1774.43,1778.97,1763.36,1764.73,9850,140,1.0,False,True,32.88470345010403,52.3675342906468,75.37974757420523,-16.210000000000036,-185.7015587130163,1776.1118278144577,1772.292480125051,1.0,0.0
